2   0 0 53294.6 6341 634
2   0 0 53300.6 5706 571
2   0 0 53305.6 4966 497
2   0 0 53308.6 5002 500
2   0 0 53310.7 4882 488
2   0 0 53320.5 4224 422
2   0 0 53323.8 3804 380
2   0 0 53325.7 3869 387
2   0 0 53325.8 3702 370
2   0 0 53333.5 3667 367
2   0 0 53343.6 3379 338
2   0 0 53349.7 3179 318
2   0 0 53354.8 3134 313
2   0 0 53356.5 3060 306
2   0 0 53368.6 2741 274
2   0 0 53382.6 2559 256
2   0 0 53384.8 2463 246
2   0 0 53433.0 1929 193
2   0 0 53454.9 1871 187
2   1 0 53294.20 13.04 0.04
2   1 0 53307.40 14.37 0.04
2   1 0 53309.40 14.51 0.03
2   1 0 53312.40 14.70 0.09
2   1 0 53315.40 14.85 0.10
2   1 0 53316.30 15.08 0.03
2   1 0 53317.20 15.07 0.01
2   1 0 53318.50 15.09 0.17
2   1 0 53319.40 15.15 0.07
2   1 0 53320.40 15.25 0.09
2   1 0 53323.90 15.38 0.02
2   1 0 53329.20 15.65 0.02
2   1 0 53331.20 15.60 0.07
2   1 0 53335.30 15.98 0.12
2   1 0 53611.20 20.17 0.03
2   1 1 53278.00 12.94 0.01
2   1 1 53279.90 12.90 0.04
2   1 1 53283.00 12.98 0.01
2   1 1 53286.00 13.02 0.01
2   1 1 53288.90 13.00 0.02
2   1 1 53294.20 13.16 0.01
2   1 1 53295.90 13.27 0.02
2   1 1 53298.00 13.41 0.02
2   1 1 53307.40 13.79 0.01
2   1 1 53309.40 13.86 0.01
2   1 1 53312.40 13.93 0.01
2   1 1 53315.40 14.04 0.01
2   1 1 53316.30 14.10 0.01
2   1 1 53317.20 14.08 0.01
2   1 1 53317.90 14.12 0.01
2   1 1 53318.50 14.08 0.01
2   1 1 53319.40 14.13 0.01
2   1 1 53320.40 14.15 0.01
2   1 1 53323.90 14.25 0.01
2   1 1 53325.80 14.30 0.01
2   1 1 53326.00 14.22 0.02
2   1 1 53328.00 14.30 0.02
2   1 1 53329.00 14.36 0.02
2   1 1 53329.20 14.32 0.01
2   1 1 53329.80 14.39 0.01
2   1 1 53331.20 14.37 0.02
2   1 1 53332.00 14.40 0.02
2   1 1 53332.20 14.45 0.04
2   1 1 53333.00 14.38 0.02
2   1 1 53335.30 14.42 0.02
2   1 1 53349.80 14.73 0.01
2   1 1 53352.70 14.77 0.01
2   1 1 53353.00 14.68 0.01
2   1 1 53354.00 14.68 0.01
2   1 1 53354.80 14.88 0.04
2   1 1 53363.00 14.86 0.02
2   1 1 53368.00 14.93 0.03
2   1 1 53373.80 15.14 0.04
2   1 1 53376.00 15.18 0.04
2   1 1 53378.00 15.23 0.02
2   1 1 53382.20 15.47 0.01
2   1 1 53384.80 15.68 0.01
2   1 1 53388.00 15.74 0.03
2   1 1 53389.30 15.79 0.05
2   1 1 53391.50 16.06 0.04
2   1 1 53406.20 17.34 0.05
2   1 1 53412.20 17.36 0.09
2   1 1 53432.50 17.63 0.07
2   1 1 53439.20 17.74 0.02
2   1 1 53446.60 17.55 0.06
