48  1 14 56381.13 20.03 0.12
48  1 15 56381.13 18.48 0.31
48  1 16 56381.13 18.03 0.20
48  1 17 56381.13 17.03 0.10
48  1 18 56381.13 16.37 0.05
48  1 13 56382.92 19.71 0.11
48  1 14 56382.92 20.16 0.15
48  1 15 56382.92 18.83 0.25
48  1 16 56382.92 18.12 0.15
48  1 17 56382.92 17.05 0.10
48  1 18 56382.92 16.36 0.04
48  1 13 56384.96 19.53 0.22
48  1 14 56384.96 20.72 0.20
48  1 15 56384.96 19.09 0.30
48  1 16 56384.96 18.25 0.21
48  1 17 56384.96 17.03 0.09
48  1 18 56384.96 16.38 0.06
48  1 13 56386.92 19.85 0.17
48  1 16 56386.92 18.31 0.15
48  1 17 56386.92 17.24 0.10
48  1 18 56386.92 16.39 0.06
48  1 13 56387.26 19.71 0.17
48  1 16 56387.26 18.43 0.20
48  1 17 56387.26 17.28 0.09
48  1 18 56387.26 16.40 0.05
48  1 16 56388.92 18.65 0.13
48  1 17 56388.92 17.33 0.08
48  1 18 56388.92 16.38 0.05
48  1 13 56390.89 19.96 0.21
48  1 16 56390.89 18.78 0.16
48  1 17 56390.89 17.48 0.10
48  1 18 56390.89 16.35 0.04
48  1 16 56401.19 19.50 0.17
48  1 17 56401.19 17.78 0.08
48  1 18 56401.19 16.39 0.05
48  1 1 56374.35 16.88 0.13
48  1 2 56374.35 16.40 0.10
48  1 3 56374.35 15.88 0.07
48  1 4 56374.35 15.58 0.07
48  1 0 56375.08 16.69 0.04
48  1 1 56375.08 16.90 0.05
48  1 2 56375.08 16.41 0.04
48  1 3 56375.08 15.86 0.02
48  1 4 56375.08 15.48 0.05
48  1 0 56376.24 16.80 0.08
48  1 1 56376.24 16.90 0.07
48  1 2 56376.24 16.38 0.06
48  1 3 56376.24 15.78 0.07
48  1 4 56376.24 15.41 0.05
48  1 1 56379.37 17.08 0.14
48  1 2 56379.37 16.29 0.11
48  1 3 56379.37 15.67 0.09
48  1 4 56379.37 15.31 0.09
48  1 0 56380.15 17.07 0.07
48  1 1 56380.15 16.94 0.06
48  1 2 56380.15 16.37 0.03
48  1 3 56380.15 15.73 0.03
48  1 4 56380.15 15.31 0.07
48  1 1 56381.46 17.07 0.09
48  1 2 56381.46 16.31 0.07
48  1 3 56381.46 15.64 0.02
48  1 4 56381.46 15.24 0.02
48  1 0 56382.19 17.13 0.06
48  1 1 56382.19 17.00 0.06
48  1 2 56382.19 16.36 0.04
48  1 3 56382.19 15.67 0.07
48  1 4 56382.19 15.18 0.07
48  1 0 56384.23 17.25 0.07
48  1 1 56384.23 17.03 0.05
48  1 2 56384.23 16.36 0.03
48  1 3 56384.23 15.64 0.03
48  1 4 56384.23 15.18 0.03
48  1 1 56384.37 17.11 0.12
48  1 2 56384.37 16.33 0.10
48  1 3 56384.37 15.59 0.07
48  1 4 56384.37 15.18 0.07
48  1 0 56385.23 17.33 0.05
48  1 1 56385.23 17.18 0.05
48  1 2 56385.23 16.38 0.04
48  1 3 56385.23 15.62 0.03
48  1 4 56385.23 15.14 0.06
48  1 0 56392.08 17.96 0.06
48  1 1 56392.08 17.50 0.05
48  1 2 56392.08 16.41 0.04
48  1 3 56392.08 15.61 0.04
48  1 4 56392.08 15.08 0.07
48  1 1 56394.5 17.89 0.16
48  1 2 56394.5 16.49 0.13
48  1 3 56394.5 15.71 0.07
48  1 4 56394.5 15.17 0.07
48  1 1 56396.41 17.92 0.09
48  1 2 56396.41 16.51 0.08
48  1 3 56396.41 15.71 0.05
48  1 4 56396.41 15.15 0.05
48  1 1 56399.05 17.70 0.06
48  1 2 56399.05 16.48 0.04
48  1 3 56399.05 15.65 0.05
48  1 4 56399.05 15.03 0.06
48  1 1 56400.42 17.96 0.11
48  1 2 56400.42 16.50 0.08
48  1 3 56400.42 15.59 0.02
48  1 4 56400.42 14.91 0.02
48  1 1 56410.4 18.09 0.09
48  1 2 56410.4 16.55 0.07
48  1 3 56410.4 15.63 0.04
48  1 4 56410.4 14.96 0.04
48  1 1 56423.04 18.39 0.09
48  1 2 56423.04 16.51 0.04
48  1 3 56423.04 15.63 0.04
48  1 4 56423.04 14.89 0.03
48  1 1 56423.43 18.33 0.10
48  1 2 56423.43 16.61 0.08
48  1 3 56423.43 15.64 0.06
48  1 4 56423.43 14.91 0.06
48  1 1 56425.05 18.40 0.14
48  1 2 56425.05 16.54 0.08
48  1 3 56425.05 15.69 0.07
48  1 4 56425.05 14.90 0.03
48  1 1 56431.38 18.46 0.08
48  1 2 56431.38 16.67 0.06
48  1 3 56431.38 15.64 0.06
48  1 4 56431.38 14.87 0.06
48  1 1 56438.15 18.62 0.06
48  1 2 56438.15 16.65 0.03
48  1 3 56438.15 15.73 0.03
48  1 4 56438.15 14.90 0.04
48  1 1 56442.04 18.65 0.11
48  1 2 56442.04 16.61 0.07
48  1 3 56442.04 15.66 0.04
48  1 4 56442.04 14.92 0.05
48  1 1 56443.04 18.71 0.13
48  1 2 56443.04 16.63 0.09
48  1 3 56443.04 15.60 0.07
48  1 4 56443.04 14.90 0.07
48  1 2 56445.04 16.65 0.06
48  1 3 56445.04 15.65 0.02
48  1 4 56445.04 14.89 0.05
48  1 2 56447.02 16.67 0.03
48  1 3 56447.02 15.66 0.03
48  1 4 56447.02 14.94 0.03
48  1 1 56456.43 18.77 0.11
48  1 2 56456.43 16.88 0.09
48  1 3 56456.43 15.87 0.05
48  1 4 56456.43 15.11 0.05
48  1 1 56457.04 18.89 0.11
48  1 2 56457.04 16.80 0.06
48  1 3 56457.04 15.86 0.06
48  1 4 56457.04 15.02 0.05
48  1 1 56463.41 18.85 0.11
48  1 2 56463.41 16.93 0.09
48  1 3 56463.41 15.94 0.05
48  1 4 56463.41 15.21 0.05
48  1 2 56480.9 18.30 0.03
48  1 3 56480.9 17.22 0.13
48  1 4 56480.9 16.41 0.09
48  1 3 56588.76 18.79 0.07
48  1 4 56588.76 17.72 0.06
48  1 3 56593.76 18.84 0.08
48  1 4 56593.76 17.78 0.07
48  1 2 56603.39 20.64 0.05
48  1 3 56603.39 19.12 0.15
48  1 4 56603.39 17.81 0.08
48  1 3 56644.78 19.15 0.20
48  1 4 56644.78 18.19 0.20
48  1 3 56653.74 19.29 0.10
48  1 4 56653.74 18.22 0.10
48  1 2 56661.45 20.88 0.05
48  1 3 56661.45 19.38 0.06
48  1 4 56661.45 18.12 0.06
48  1 2 56666.35 20.91 0.13
48  1 3 56666.35 19.41 0.08
48  1 4 56666.35 18.14 0.07
48  1 2 56688.44 20.98 0.10
48  1 3 56688.44 19.47 0.10
48  1 4 56688.44 18.21 0.08
48  1 3 56716.24 19.55 0.15
48  1 4 56716.24 18.45 0.12
48  0 0 56384.23 4770 500
48  0 0 56385.23 4720 500
48  0 0 56392.08 3770 500
48  0 0 56399.05 3110 500
48  0 0 56405.08 2270 500
48  0 0 56438.15 1220 500
48  0 0 56455.04 1220 500
