13
0 -1.4186174601e+01
1 1.1499608941e+02
2 6.2064725466e+00
3 4.3332712808e+04
4 -6.4761691724e-01
5 3.1814979425e+02
6 -3.7590897756e-03
7 1.0669489691e+01
8 -3.4256455820e-03
9 1.1057246066e-01
10 -4.0000000000e-01
11 5.3188700561e-01
12 2.4501106331e-01
1.5515744355e+02 8.2818886485e+01 1.4038571622e+01 1.3687908467e+05 -9.1133815647e-01 1.9300012529e+03 -9.3363209876e-04 8.8136852147e-01 3.5237411984e-03 1.2244160510e-01 1.2760985232e-31 -2.9045722551e+00 3.9932551584e-01 
8.2818886485e+01 2.6942393259e+02 4.9064981192e+01 1.4464018125e+04 -9.0464285030e-02 5.6494196090e+02 -5.0978457420e-03 2.4421160611e+00 1.0110917748e-03 1.9838408180e-01 2.1345648024e-30 -8.2962209699e-01 -4.5226707356e-01 
1.4038571622e+01 4.9064981192e+01 5.6429912003e+01 8.9560871046e+04 -2.0531956583e-01 5.1129364950e+02 -1.3750091880e-03 1.9305638520e+00 2.1038592983e-03 4.1171099253e-02 4.3503358744e-32 -3.3955934216e-01 -3.7788839450e-01 
1.3687908467e+05 1.4464018125e+04 8.9560871046e+04 5.6732647086e+08 -2.4585851547e+03 1.7860219691e+06 -7.0909220254e+00 3.1629721539e+03 1.4515123133e+01 1.4898214094e+02 7.1275902966e-28 -8.6827149238e+02 4.6863274551e+02 
-9.1133815647e-01 -9.0464285030e-02 -2.0531956583e-01 -2.4585851547e+03 2.5700958012e-02 -4.9020393829e+01 1.5952167012e-05 2.4922439314e-02 -5.7291195347e-05 5.7946662845e-04 7.2505597906e-33 2.5640979587e-02 -7.0160648658e-03 
1.9300012529e+03 5.6494196090e+02 5.1129364950e+02 1.7860219691e+06 -4.9020393829e+01 2.0297116027e+05 7.8330933380e-02 -9.6932493431e+01 1.1299183801e-02 -3.7454638851e+00 -2.9698292902e-30 -8.4098656338e+01 1.4610116793e+01 
-9.3363209876e-04 -5.0978457420e-03 -1.3750091880e-03 -7.0909220254e+00 1.5952167012e-05 7.8330933380e-02 5.8460898739e-07 -1.4499951552e-04 -3.1810459103e-07 -6.5901054976e-06 -5.9477248283e-35 -6.9519404206e-05 -2.5197299752e-05 
8.8136852147e-01 2.4421160611e+00 1.9305638520e+00 3.1629721539e+03 2.4922439314e-02 -9.6932493431e+01 -1.4499951552e-04 3.7720187628e-01 1.5931779488e-04 8.6403563230e-03 8.1206269655e-32 -7.4446347318e-02 -1.7621632493e-02 
3.5237411984e-03 1.0110917748e-03 2.1038592983e-03 1.4515123133e+01 -5.7291195347e-05 1.1299183801e-02 -3.1810459103e-07 1.5931779488e-04 6.4324132957e-07 8.5922508513e-06 4.3899873732e-35 1.0577167826e-04 4.9234197046e-05 
1.2244160510e-01 1.9838408180e-01 4.1171099253e-02 1.4898214094e+02 5.7946662845e-04 -3.7454638851e+00 -6.5901054976e-06 8.6403563230e-03 8.5922508513e-06 9.3174702428e-04 5.4379198430e-34 -2.4985844966e-03 4.2467559432e-04 
1.2760985232e-31 2.1345648024e-30 4.3503358744e-32 7.1275902966e-28 7.2505597906e-33 -2.9698292902e-30 -5.9477248283e-35 8.1206269655e-32 4.3899873732e-35 5.4379198430e-34 1.3051007623e-32 2.9002239163e-33 -5.2566558482e-33 
-2.9045722551e+00 -8.2962209699e-01 -3.3955934216e-01 -8.6827149238e+02 2.5640979587e-02 -8.4098656338e+01 -6.9519404206e-05 -7.4446347318e-02 1.0577167826e-04 -2.4985844966e-03 2.9002239163e-33 5.6989429072e-01 2.7090789712e-02 
3.9932551584e-01 -4.5226707356e-01 -3.7788839450e-01 4.6863274551e+02 -7.0160648658e-03 1.4610116793e+01 -2.5197299752e-05 -1.7621632493e-02 4.9234197046e-05 4.2467559432e-04 -5.2566558482e-33 2.7090789712e-02 3.4134597341e-02 
